Column1,userid,courseid,created_enr,username,date_joined,year_of_birth,level_of_education,course_name,create_time_course,length,category
6525,6901,TsinghuaX/80512073X/_,10/11/2013 13:21,PeterKang,10/11/2013 13:19,1986,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6526,6888,TsinghuaX/30240184_1X/_,10/11/2013 13:21,jiaqiang,10/11/2013 13:18,1987,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6527,6818,TsinghuaX/30240184_1X/_,10/11/2013 13:21,tea_book,10/11/2013 13:04,1985,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6528,6913,TsinghuaX/80512073X/_,10/11/2013 13:21,musk,10/11/2013 13:21,1988,hs,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6529,6833,TsinghuaX/30240184_1X/_,10/11/2013 13:21,dongxu,10/11/2013 13:08,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6530,6916,TsinghuaX/30240184_1X/_,10/11/2013 13:21,Longshine,10/11/2013 13:21,1988,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6531,6834,TsinghuaX/80512073X/_,10/11/2013 13:22,kfx,10/11/2013 13:08,197,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6532,6914,TsinghuaX/80512073X/_,10/11/2013 13:22,baodeshen,10/11/2013 13:21,1992,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6534,6837,PekingX/01718330X/_,10/11/2013 13:23,BarryPan,10/11/2013 13:08,199,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6535,6905,TsinghuaX/80000901_1X/_,10/11/2013 13:23,zzf123go,10/11/2013 13:20,1983,p,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6536,6893,TsinghuaX/80512073X/_,10/11/2013 13:23,seafish,10/11/2013 13:18,1982,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6537,6890,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:23,gyc,10/11/2013 13:18,1988,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6538,6890,PekingX/01718330X/_,10/11/2013 13:24,gyc,10/11/2013 13:18,1988,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6539,6890,TsinghuaX/20220332_1X/_,10/11/2013 13:24,gyc,10/11/2013 13:18,1988,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6540,6890,TsinghuaX/80512073X/_,10/11/2013 13:24,gyc,10/11/2013 13:18,1988,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6541,6904,TsinghuaX/30240184_1X/_,10/11/2013 13:25,Cresc,10/11/2013 13:19,1985,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6542,6918,TsinghuaX/80512073X/_,10/11/2013 13:25,lili_1,10/11/2013 13:22,1971,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6543,6926,TsinghuaX/80512073X/_,10/11/2013 13:26,janeli,10/11/2013 13:25,1981,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6544,6924,TsinghuaX/80512073X/_,10/11/2013 13:26,Roger1000000,10/11/2013 13:25,199,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6545,6665,TsinghuaX/80000901_1X/_,10/11/2013 13:27,Zhao--yu,10/11/2013 12:26,1983,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6547,6930,TsinghuaX/80000901_1X/_,10/11/2013 13:27,Toker,10/11/2013 13:26,1992,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6549,6933,TsinghuaX/80000901_1X/_,10/11/2013 13:28,lixin,10/11/2013 13:27,1978,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6550,6938,TsinghuaX/80000901_1X/_,10/11/2013 13:28,RITA,10/11/2013 13:28,1982,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6551,6884,PekingX/01718330X/_,10/11/2013 13:29,cuitor,10/11/2013 13:17,199,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6552,6912,TsinghuaX/20220332_1X/_,10/11/2013 13:29,zhu,10/11/2013 13:21,1989,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6554,6925,TsinghuaX/80512073X/_,10/11/2013 13:29,chase,10/11/2013 13:25,1983,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6555,6940,TsinghuaX/30240184_1X/_,10/11/2013 13:29,LWJxuetang0415,10/11/2013 13:28,199,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6556,6948,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:29,LIYUE,10/11/2013 13:29,199,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6557,6945,TsinghuaX/00690242_1X/_,10/11/2013 13:30,justforstudy,10/11/2013 13:29,1989,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6560,6946,TsinghuaX/20220332_1X/_,10/11/2013 13:31,FengJian,10/11/2013 13:29,198,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6561,6949,TsinghuaX/80512073X/_,10/11/2013 13:31,Live-in-Mars,10/11/2013 13:30,1988,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6562,6916,TsinghuaX/MOOC101/MOOCs_,10/11/2013 13:31,Longshine,10/11/2013 13:21,1988,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6565,6952,TsinghuaX/80512073X/_,10/11/2013 13:32,zhaozilon111,10/11/2013 13:31,1989,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6566,6960,TsinghuaX/30240184_1X/_,10/11/2013 13:32,tsuan_z,10/11/2013 13:32,1992,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6567,6444,TsinghuaX/00690242_1X/_,10/11/2013 13:33,meixi,10/11/2013 11:29,1974,a,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6569,6668,PekingX/01718330X/_,10/11/2013 13:33,godlove,10/11/2013 12:27,1989,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6570,6964,TsinghuaX/80000901_1X/_,10/11/2013 13:34,litianjun737,10/11/2013 13:33,199,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6571,6961,TsinghuaX/80512073X/_,10/11/2013 13:34,LanceLong,10/11/2013 13:32,1992,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6572,6965,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:35,YangZhenHao,10/11/2013 13:33,199,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6573,6950,TsinghuaX/20220332_1X/_,10/11/2013 13:35,cyk,10/11/2013 13:31,1991,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6575,6966,TsinghuaX/00690242_1X/_,10/11/2013 13:36,study365,10/11/2013 13:35,1987,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6576,6969,TsinghuaX/00690242_1X/_,10/11/2013 13:37,shuzishou,10/11/2013 13:36,1965,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6577,6973,TsinghuaX/20220332_1X/_,10/11/2013 13:38,1150989266,10/11/2013 13:38,1999,jhs,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6578,292,TsinghuaX/30240184_1X/_,10/11/2013 13:39,Mu,9/10/2013 13:08,199,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6579,6981,TsinghuaX/30240184_1X/_,10/11/2013 13:40,lsybill,10/11/2013 13:39,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6580,6982,TsinghuaX/30240184_1X/_,10/11/2013 13:40,PanJiabang,10/11/2013 13:40,1993,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6581,292,TsinghuaX/00690242_1X/_,10/11/2013 13:40,Mu,9/10/2013 13:08,199,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6582,6974,TsinghuaX/80512073X/_,10/11/2013 13:40,lx,10/11/2013 13:38,1987,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6583,6980,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:41,lorweai,10/11/2013 13:39,1989,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6584,6978,TsinghuaX/20220332_1X/_,10/11/2013 13:41,LD,10/11/2013 13:39,1985,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6585,6984,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:41,fangyuan,10/11/2013 13:40,199,a,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6586,6989,TsinghuaX/80000901_1X/_,10/11/2013 13:42,19930928xx,10/11/2013 13:41,1993,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6587,6986,PekingX/01718330X/_,10/11/2013 13:42,wuyq,10/11/2013 13:40,1987,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6589,6962,TsinghuaX/20220332_1X/_,10/11/2013 13:42,hufeng,10/11/2013 13:33,1988,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6590,6994,TsinghuaX/80512073X/_,10/11/2013 13:42,smarttiming,10/11/2013 13:42,1977,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6591,6995,TsinghuaX/80512073X/_,10/11/2013 13:42,liunian,10/11/2013 13:42,199,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6592,6993,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:43,ringco,10/11/2013 13:42,1994,hs,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6593,6988,TsinghuaX/80512073X/_,10/11/2013 13:43,gengwei,10/11/2013 13:41,1988,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6594,6997,TsinghuaX/30240184_1X/_,10/11/2013 13:43,zhouzhichu,10/11/2013 13:43,1981,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6595,6998,TsinghuaX/80512073X/_,10/11/2013 13:43,larry,10/11/2013 13:43,1982,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6596,6985,TsinghuaX/20220332_1X/_,10/11/2013 13:43,yannis,10/11/2013 13:40,1992,hs,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6597,6975,TsinghuaX/00690242_1X/_,10/11/2013 13:44,wendybj,10/11/2013 13:38,1997,hs,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6598,6999,TsinghuaX/30240184_1X/_,10/11/2013 13:44,Rogerliu,10/11/2013 13:44,199,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6599,7000,TsinghuaX/80512073X/_,10/11/2013 13:44,Xin,10/11/2013 13:44,1983,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6600,6945,TsinghuaX/30240184_1X/_,10/11/2013 13:44,justforstudy,10/11/2013 13:29,1989,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6601,7001,TsinghuaX/80000901_1X/_,10/11/2013 13:44,wangshima,10/11/2013 13:44,1993,other,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6602,7003,TsinghuaX/MOOC101/MOOCs_,10/11/2013 13:44,Hoowsar,10/11/2013 13:44,1986,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6603,6892,TsinghuaX/MOOC101/MOOCs_,10/11/2013 13:44,nit_yang,10/11/2013 13:18,1994,hs,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6604,7006,TsinghuaX/00690242_1X/_,10/11/2013 13:45,boss,10/11/2013 13:45,198,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6606,7005,TsinghuaX/80000901_1X/_,10/11/2013 13:45,panguzhiyi,10/11/2013 13:45,1992,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6607,7007,TsinghuaX/30240184_1X/_,10/11/2013 13:45,zzapril,10/11/2013 13:45,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6608,6892,TsinghuaX/80000901_1X/_,10/11/2013 13:46,nit_yang,10/11/2013 13:18,1994,hs,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6609,7011,TsinghuaX/00690242_1X/_,10/11/2013 13:46,andy684,10/11/2013 13:46,1986,p,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6610,279,TsinghuaX/00690242_1X/_,10/11/2013 13:46,shrg2009,9/10/2013 12:49,1989,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6611,5,TsinghuaX/00690242_1X/_,10/11/2013 13:47,cmouse,8/22/2013 05:48,1985,p,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6612,6876,TsinghuaX/80512073X/_,10/11/2013 13:47,xuehaiwuya,10/11/2013 13:15,199,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6613,6996,TsinghuaX/00690242_1X/_,10/11/2013 13:47,2012010465,10/11/2013 13:43,1994,hs,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6614,6997,TsinghuaX/20220332_1X/_,10/11/2013 13:47,zhouzhichu,10/11/2013 13:43,1981,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6615,7023,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:47,NeilShen,10/11/2013 13:47,199,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6616,7019,TsinghuaX/30240184_1X/_,10/11/2013 13:47,xiaoxiaohei,10/11/2013 13:47,1992,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6617,6482,TsinghuaX/MOOC101/MOOCs_,10/11/2013 13:47,yashui,10/11/2013 11:39,1986,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6618,7008,PekingX/01718330X/_,10/11/2013 13:47,zhaohao,10/11/2013 13:45,1995,hs,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6619,7026,TsinghuaX/80512073X/_,10/11/2013 13:48,xujx,10/11/2013 13:48,1976,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6620,7008,TsinghuaX/00690242_1X/_,10/11/2013 13:48,zhaohao,10/11/2013 13:45,1995,hs,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6621,581,PekingX/01718330X/_,10/11/2013 13:48,nobohe,9/11/2013 06:22,1987,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6622,7017,TsinghuaX/80000901_1X/_,10/11/2013 13:48,StevenTan,10/11/2013 13:46,1982,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6625,7003,TsinghuaX/20220332_1X/_,10/11/2013 13:48,Hoowsar,10/11/2013 13:44,1986,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6626,581,TsinghuaX/30240184_1X/_,10/11/2013 13:49,nobohe,9/11/2013 06:22,1987,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6629,7000,TsinghuaX/30240184_1X/_,10/11/2013 13:49,Xin,10/11/2013 13:44,1983,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6630,6482,TsinghuaX/30240184_1X/_,10/11/2013 13:49,yashui,10/11/2013 11:39,1986,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6631,7028,TsinghuaX/20220332_1X/_,10/11/2013 13:49,zhangYD,10/11/2013 13:48,1995,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6632,7011,TsinghuaX/80000901_1X/_,10/11/2013 13:49,andy684,10/11/2013 13:46,1986,p,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6633,6991,TsinghuaX/80000901_1X/_,10/11/2013 13:50,hanshilian,10/11/2013 13:42,1983,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6634,7036,TsinghuaX/30240184_1X/_,10/11/2013 13:50,liaoqian,10/11/2013 13:50,1994,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6636,6991,TsinghuaX/00690242_1X/_,10/11/2013 13:50,hanshilian,10/11/2013 13:42,1983,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6637,7039,TsinghuaX/80512073X/_,10/11/2013 13:50,Clair,10/11/2013 13:50,1987,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6638,6482,TsinghuaX/80000901_1X/_,10/11/2013 13:50,yashui,10/11/2013 11:39,1986,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6639,7013,TsinghuaX/80512073X/_,10/11/2013 13:50,Nancyxiaojing,10/11/2013 13:46,198,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6640,7024,TsinghuaX/30240184_1X/_,10/11/2013 13:51,zdian,10/11/2013 13:47,1993,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6641,7031,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:51,Xero,10/11/2013 13:49,1992,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6642,7042,TsinghuaX/30240184_1X/_,10/11/2013 13:51,Xinxin,10/11/2013 13:51,1992,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6643,7033,TsinghuaX/20220332_1X/_,10/11/2013 13:51,lovewilliam,10/11/2013 13:49,1989,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6644,6482,TsinghuaX/00690242_1X/_,10/11/2013 13:51,yashui,10/11/2013 11:39,1986,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6645,7043,TsinghuaX/30240184_1X/_,10/11/2013 13:51,xunneray,10/11/2013 13:51,1995,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6646,6282,TsinghuaX/30240184_1X/_,10/11/2013 13:51,plt,10/11/2013 10:50,1992,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6647,6650,TsinghuaX/30240184_1X/_,10/11/2013 13:51,oolgl1234,10/11/2013 12:22,2012,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6648,7047,TsinghuaX/20220332_1X/_,10/11/2013 13:52,PreTenDer,10/11/2013 13:52,1993,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6649,4498,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:53,HenryWang,10/11/2013 05:04,1988,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6650,7053,TsinghuaX/30240184_1X/_,10/11/2013 13:53,Huang_Jian,10/11/2013 13:53,1987,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6651,7054,TsinghuaX/80512073X/_,10/11/2013 13:53,walker,10/11/2013 13:53,1956,jhs,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6652,7056,TsinghuaX/80000901_1X/_,10/11/2013 13:53,tcpct,10/11/2013 13:53,1992,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6653,7048,TsinghuaX/30240184_1X/_,10/11/2013 13:53,ChaoWang,10/11/2013 13:52,1985,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6654,4498,TsinghuaX/80000901_1X/_,10/11/2013 13:53,HenryWang,10/11/2013 05:04,1988,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6655,7038,TsinghuaX/80512073X/_,10/11/2013 13:54,llf0229,10/11/2013 13:50,1991,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6656,7060,TsinghuaX/80000901_1X/_,10/11/2013 13:54,luyun,10/11/2013 13:54,1975,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6657,7062,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:54,yuboandy,10/11/2013 13:54,1987,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6658,6911,TsinghuaX/80000901_1X/_,10/11/2013 13:55,zs-lee,10/11/2013 13:20,1987,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6659,7065,TsinghuaX/80000901_1X/_,10/11/2013 13:56,wmm11,10/11/2013 13:55,1982,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6661,7034,TsinghuaX/80512073X/_,10/11/2013 13:56,struggler,10/11/2013 13:49,1996,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6662,6871,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:56,ProteinGod,10/11/2013 13:14,1984,p,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6663,6978,TsinghuaX/00690242_1X/_,10/11/2013 13:57,LD,10/11/2013 13:39,1985,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6664,7058,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:57,fengshuiruohan,10/11/2013 13:53,1985,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6665,7067,TsinghuaX/00690242_1X/_,10/11/2013 13:57,wmr,10/11/2013 13:56,1994,hs,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6666,7067,PekingX/01718330X/_,10/11/2013 13:57,wmr,10/11/2013 13:56,1994,hs,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6667,7066,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:57,gengshuq,10/11/2013 13:56,1971,p,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6668,7058,TsinghuaX/20220332_1X/_,10/11/2013 13:58,fengshuiruohan,10/11/2013 13:53,1985,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6669,6962,TsinghuaX/80000901_1X/_,10/11/2013 13:58,hufeng,10/11/2013 13:33,1988,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6670,6638,TsinghuaX/80000901_1X/_,10/11/2013 13:58,xglihua,10/11/2013 12:19,1991,jhs,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6671,7058,TsinghuaX/MOOC101/MOOCs_,10/11/2013 13:58,fengshuiruohan,10/11/2013 13:53,1985,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6672,7073,TsinghuaX/80000901_1X/_,10/11/2013 13:58,JohnnyD,10/11/2013 13:58,1986,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6673,7075,TsinghuaX/20220332_1X/_,10/11/2013 13:58,cai123,10/11/2013 13:58,1975,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6674,6993,TsinghuaX/20220332_1X/_,10/11/2013 13:58,ringco,10/11/2013 13:42,1994,hs,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6675,7006,TsinghuaX/30240184_1X/_,10/11/2013 13:58,boss,10/11/2013 13:45,198,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6676,7069,TsinghuaX/80000901_1X/_,10/11/2013 13:58,Zhushanshan,10/11/2013 13:57,1995,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6677,7078,TsinghuaX/80512073X/_,10/11/2013 13:59,1235813,10/11/2013 13:59,1992,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6678,7071,TsinghuaX/20220332_1X/_,10/11/2013 13:59,GHLIU043345,10/11/2013 13:58,1983,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6679,7080,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:59,foreverlove,10/11/2013 13:59,1993,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6680,7068,TsinghuaX/80512073X/_,10/11/2013 13:59,aa5201314,10/11/2013 13:57,1992,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6681,7081,TsinghuaX/30240184_1X/_,10/11/2013 13:59,billking,10/11/2013 13:59,1986,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6682,7058,TsinghuaX/30240184_1X/_,10/11/2013 13:59,fengshuiruohan,10/11/2013 13:53,1985,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6684,7040,TsinghuaX/MOOC101/MOOCs_,10/11/2013 14:00,ging,10/11/2013 13:50,1995,hs,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6686,7022,TsinghuaX/80512073X/_,10/11/2013 14:00,flynn,10/11/2013 13:47,1983,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6688,89,TsinghuaX/30240184_1X/_,10/11/2013 14:00,loyave,8/31/2013 03:24,1995,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6689,7057,TsinghuaX/00690242_1X/_,10/11/2013 14:01,mhx0513,10/11/2013 13:53,1983,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6690,7062,TsinghuaX/20220332_1X/_,10/11/2013 14:01,yuboandy,10/11/2013 13:54,1987,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6691,7083,TsinghuaX/80512073X/_,10/11/2013 14:01,HYSY,10/11/2013 14:00,1993,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6692,7073,TsinghuaX/80512073X/_,10/11/2013 14:02,JohnnyD,10/11/2013 13:58,1986,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6693,7088,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:02,lad0928,10/11/2013 14:00,2002,jhs,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6694,4566,TsinghuaX/00690242_1X/_,10/11/2013 14:02,baijingpeng,10/11/2013 05:14,199,a,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
