Column1,userid,courseid,created_enr,username,date_joined,year_of_birth,level_of_education,course_name,create_time_course,length,category
3269,3230,TsinghuaX/00690242_1X/_,10/11/2013 02:16,spj,10/11/2013 01:47,1963,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3270,3458,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:16,markstone,10/11/2013 02:13,1975,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3271,3435,TsinghuaX/20220332_1X/_,10/11/2013 02:16,tt2020,10/11/2013 02:10,1986,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3272,3458,TsinghuaX/80512073X/_,10/11/2013 02:17,markstone,10/11/2013 02:13,1975,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3273,3485,TsinghuaX/80000901_1X/_,10/11/2013 02:17,gysx,10/11/2013 02:17,1986,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3274,3488,TsinghuaX/30240184_1X/_,10/11/2013 02:17,leizhilong,10/11/2013 02:17,1982,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3276,3230,TsinghuaX/80000901_1X/_,10/11/2013 02:17,spj,10/11/2013 01:47,1963,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3277,3490,TsinghuaX/30240184_1X/_,10/11/2013 02:17,RanChen,10/11/2013 02:17,199,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3279,3484,TsinghuaX/80512073X/_,10/11/2013 02:17,h13630494,10/11/2013 02:16,1993,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3280,3491,TsinghuaX/80000901_1X/_,10/11/2013 02:18,Hongdewu,10/11/2013 02:18,1981,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3281,3489,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:18,ccj67,10/11/2013 02:17,1986,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3282,3460,TsinghuaX/80000901_1X/_,10/11/2013 02:18,ivyevery,10/11/2013 02:14,1987,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3283,3489,TsinghuaX/30240184_1X/_,10/11/2013 02:18,ccj67,10/11/2013 02:17,1986,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3284,3483,TsinghuaX/30240184_1X/_,10/11/2013 02:18,elmer,10/11/2013 02:16,1985,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3285,3201,TsinghuaX/80512073X/_,10/11/2013 02:18,TonyWang,10/11/2013 01:43,198,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3286,3495,PekingX/01718330X/_,10/11/2013 02:18,Crystal,10/11/2013 02:18,1983,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
3287,3494,TsinghuaX/30240184_1X/_,10/11/2013 02:19,sz520mm,10/11/2013 02:18,1981,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3288,3498,TsinghuaX/30240184_1X/_,10/11/2013 02:19,Adamlike,10/11/2013 02:19,1983,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3289,3500,TsinghuaX/30240184_1X/_,10/11/2013 02:19,smilecn,10/11/2013 02:19,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3290,3499,TsinghuaX/80000901_1X/_,10/11/2013 02:19,Lany_r,10/11/2013 02:19,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3291,3501,TsinghuaX/20220332_1X/_,10/11/2013 02:19,easyfree,10/11/2013 02:19,1981,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3292,3482,TsinghuaX/00690242_1X/_,10/11/2013 02:19,aixuexi,10/11/2013 02:16,198,a,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3293,3497,TsinghuaX/30240184_1X/_,10/11/2013 02:19,ryouji,10/11/2013 02:19,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3294,3468,TsinghuaX/80512073X/_,10/11/2013 02:19,9ic,10/11/2013 02:14,1987,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3295,3504,TsinghuaX/30240184_1X/_,10/11/2013 02:20,shshlzh,10/11/2013 02:20,1988,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3296,3505,TsinghuaX/30240184_1X/_,10/11/2013 02:20,ChenPeng,10/11/2013 02:20,1989,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3297,3506,TsinghuaX/80000901_1X/_,10/11/2013 02:20,LeonJing,10/11/2013 02:20,1989,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3299,3493,TsinghuaX/80512073X/_,10/11/2013 02:20,zhaoguojun,10/11/2013 02:18,1977,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3300,3509,PekingX/01718330X/_,10/11/2013 02:20,yuerenjietc,10/11/2013 02:20,199,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
3301,3510,TsinghuaX/80000901_1X/_,10/11/2013 02:20,muji,10/11/2013 02:20,1982,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3302,3511,TsinghuaX/80000901_1X/_,10/11/2013 02:20,PHLVM,10/11/2013 02:20,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3303,3492,PekingX/01718330X/_,10/11/2013 02:21,LY01,10/11/2013 02:18,1988,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
3304,3514,TsinghuaX/20220332_1X/_,10/11/2013 02:21,liangzai951,10/11/2013 02:20,199,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3305,3517,TsinghuaX/80000901_1X/_,10/11/2013 02:21,wyf584651,10/11/2013 02:21,1986,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3306,3515,TsinghuaX/00690242_1X/_,10/11/2013 02:21,sunnyzhang,10/11/2013 02:21,1989,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3307,3441,TsinghuaX/80512073X/_,10/11/2013 02:21,celia,10/11/2013 02:11,1981,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3308,3494,TsinghuaX/80512073X/_,10/11/2013 02:21,sz520mm,10/11/2013 02:18,1981,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3310,3520,TsinghuaX/20220332_1X/_,10/11/2013 02:22,Xilin,10/11/2013 02:21,1991,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3313,3503,TsinghuaX/80512073X/_,10/11/2013 02:22,snowfeng1999,10/11/2013 02:19,1979,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3314,3468,TsinghuaX/80000901_1X/_,10/11/2013 02:22,9ic,10/11/2013 02:14,1987,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3315,3524,TsinghuaX/30240184_1X/_,10/11/2013 02:23,blacksky,10/11/2013 02:22,1977,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3317,3506,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:23,LeonJing,10/11/2013 02:20,1989,a,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3318,3521,TsinghuaX/80000901_1X/_,10/11/2013 02:23,AaronHou,10/11/2013 02:22,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3320,3535,TsinghuaX/00690242_1X/_,10/11/2013 02:23,ying900420,10/11/2013 02:23,199,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3321,3533,TsinghuaX/20220332_1X/_,10/11/2013 02:24,kaa,10/11/2013 02:23,1982,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3322,3401,TsinghuaX/80512073X/_,10/11/2013 02:24,wuling,10/11/2013 02:07,1987,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3323,3532,TsinghuaX/20220332_1X/_,10/11/2013 02:24,HycITime,10/11/2013 02:23,1988,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3324,3486,TsinghuaX/80000901_1X/_,10/11/2013 02:24,Chief,10/11/2013 02:17,1986,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3325,3532,PekingX/01718330X/_,10/11/2013 02:24,HycITime,10/11/2013 02:23,1988,a,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
3326,3536,TsinghuaX/20220332_1X/_,10/11/2013 02:24,spring_lq,10/11/2013 02:24,1984,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3327,3516,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:24,fendou,10/11/2013 02:21,198,p,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3328,3446,TsinghuaX/00690242_1X/_,10/11/2013 02:24,Ms-eva,10/11/2013 02:12,1987,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3329,3532,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:24,HycITime,10/11/2013 02:23,1988,a,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3330,3532,TsinghuaX/80512073X/_,10/11/2013 02:24,HycITime,10/11/2013 02:23,1988,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3331,3046,TsinghuaX/30240184_1X/_,10/11/2013 02:24,Leafy,10/11/2013 01:20,1976,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3332,3541,TsinghuaX/80000901_1X/_,10/11/2013 02:24,tqq,10/11/2013 02:24,1987,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3333,3532,TsinghuaX/30240184_1X/_,10/11/2013 02:25,HycITime,10/11/2013 02:23,1988,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3334,3543,TsinghuaX/80000901_1X/_,10/11/2013 02:25,oer66,10/11/2013 02:25,1988,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3335,3486,TsinghuaX/20220332_1X/_,10/11/2013 02:25,Chief,10/11/2013 02:17,1986,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3336,3516,TsinghuaX/80512073X/_,10/11/2013 02:25,fendou,10/11/2013 02:21,198,p,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3337,3534,TsinghuaX/20220332_1X/_,10/11/2013 02:25,Francis,10/11/2013 02:23,1983,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3338,3462,TsinghuaX/30240184_1X/_,10/11/2013 02:26,lele,10/11/2013 02:14,1974,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3339,3548,TsinghuaX/80000901_1X/_,10/11/2013 02:26,ShiDawen,10/11/2013 02:26,1988,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3340,3550,TsinghuaX/80512073X/_,10/11/2013 02:26,Elly,10/11/2013 02:26,1987,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3341,3526,TsinghuaX/80000901_1X/_,10/11/2013 02:26,lbl,10/11/2013 02:22,1986,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3342,3554,TsinghuaX/30240184_1X/_,10/11/2013 02:26,befuture,10/11/2013 02:26,2013,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3343,3519,TsinghuaX/20220332_1X/_,10/11/2013 02:26,feichashao,10/11/2013 02:21,1992,hs,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3344,3523,TsinghuaX/20220332_1X/_,10/11/2013 02:26,wuppa,10/11/2013 02:22,1985,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3345,3540,TsinghuaX/80000901_1X/_,10/11/2013 02:26,Archileo,10/11/2013 02:24,199,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3346,3542,TsinghuaX/80000901_1X/_,10/11/2013 02:27,Apiao,10/11/2013 02:24,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3347,3558,TsinghuaX/00690242_1X/_,10/11/2013 02:27,odeen,10/11/2013 02:27,1986,a,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3348,3435,PekingX/01718330X/_,10/11/2013 02:27,tt2020,10/11/2013 02:10,1986,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
3349,3559,TsinghuaX/80000901_1X/_,10/11/2013 02:27,bulaisai,10/11/2013 02:27,1987,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3350,3560,TsinghuaX/80000901_1X/_,10/11/2013 02:27,3oranges,10/11/2013 02:27,1987,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3351,3562,PekingX/01718330X/_,10/11/2013 02:27,luckyao,10/11/2013 02:27,1982,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
3352,3551,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:27,yyoo,10/11/2013 02:26,1982,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3353,3524,TsinghuaX/80000901_1X/_,10/11/2013 02:27,blacksky,10/11/2013 02:22,1977,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3354,3544,TsinghuaX/00690242_1X/_,10/11/2013 02:27,tyzy313481929,10/11/2013 02:25,1986,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3355,3435,TsinghuaX/30240184_1X/_,10/11/2013 02:28,tt2020,10/11/2013 02:10,1986,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3356,3549,TsinghuaX/30240184_1X/_,10/11/2013 02:28,Shaopeng,10/11/2013 02:26,1988,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3357,3539,PekingX/01718330X/_,10/11/2013 02:28,Moise,10/11/2013 02:24,1979,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
3358,3567,PekingX/01718330X/_,10/11/2013 02:28,claire,10/11/2013 02:28,199,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
3359,3568,TsinghuaX/80000901_1X/_,10/11/2013 02:29,ArchDa,10/11/2013 02:29,199,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3360,3480,TsinghuaX/30240184_1X/_,10/11/2013 02:29,ZangYunKai,10/11/2013 02:16,1982,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3361,3572,TsinghuaX/80000901_1X/_,10/11/2013 02:29,SZ,10/11/2013 02:29,199,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3362,3550,TsinghuaX/80000901_1X/_,10/11/2013 02:29,Elly,10/11/2013 02:26,1987,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3363,3119,TsinghuaX/00690242_1X/_,10/11/2013 02:29,seminario,10/11/2013 01:31,198,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3364,3435,TsinghuaX/80000901_1X/_,10/11/2013 02:30,tt2020,10/11/2013 02:10,1986,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3366,3574,TsinghuaX/30240184_1X/_,10/11/2013 02:30,android,10/11/2013 02:30,1974,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3367,3575,TsinghuaX/00690242_1X/_,10/11/2013 02:30,Agyness,10/11/2013 02:30,1988,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3368,3578,TsinghuaX/80000901_1X/_,10/11/2013 02:30,xiaoyeshouye,10/11/2013 02:30,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3369,3562,TsinghuaX/80000901_1X/_,10/11/2013 02:30,luckyao,10/11/2013 02:27,1982,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3370,3577,TsinghuaX/80512073X/_,10/11/2013 02:31,tomin,10/11/2013 02:30,1975,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3372,3562,TsinghuaX/00690242_1X/_,10/11/2013 02:31,luckyao,10/11/2013 02:27,1982,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3374,3582,TsinghuaX/80000901_1X/_,10/11/2013 02:31,Yide,10/11/2013 02:31,1984,p,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3378,3590,TsinghuaX/20220332_1X/_,10/11/2013 02:32,fargood,10/11/2013 02:32,1981,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3380,3593,TsinghuaX/00690242_1X/_,10/11/2013 02:32,jakin,10/11/2013 02:32,1987,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3381,3600,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:33,zenkin,10/11/2013 02:33,1983,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3382,3571,TsinghuaX/20220332_1X/_,10/11/2013 02:33,chengfang,10/11/2013 02:29,1982,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3383,3591,TsinghuaX/80000901_1X/_,10/11/2013 02:33,zhubaoer66,10/11/2013 02:32,1988,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3384,3575,TsinghuaX/80512073X/_,10/11/2013 02:33,Agyness,10/11/2013 02:30,1988,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3386,3605,TsinghuaX/30240184_1X/_,10/11/2013 02:34,yyalon,10/11/2013 02:34,1989,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3387,3600,PekingX/01718330X/_,10/11/2013 02:34,zenkin,10/11/2013 02:33,1983,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
3388,3594,TsinghuaX/80512073X/_,10/11/2013 02:34,senlin,10/11/2013 02:32,1991,jhs,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3389,3603,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 02:34,RayZhang,10/11/2013 02:33,1996,hs,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3390,3603,TsinghuaX/30240184_1X/_,10/11/2013 02:34,RayZhang,10/11/2013 02:33,1996,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3391,3604,TsinghuaX/80512073X/_,10/11/2013 02:34,AgnesChen,10/11/2013 02:33,198,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3392,3603,TsinghuaX/20220332_1X/_,10/11/2013 02:34,RayZhang,10/11/2013 02:33,1996,hs,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3393,3611,TsinghuaX/80512073X/_,10/11/2013 02:34,xiaokuaiji,10/11/2013 02:34,1985,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3396,3202,TsinghuaX/30240184_1X/_,10/11/2013 02:35,Matthew_Fan,10/11/2013 01:44,1985,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3397,3479,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:35,fzyzzy,10/11/2013 02:16,197,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3398,3593,TsinghuaX/80000901_1X/_,10/11/2013 02:35,jakin,10/11/2013 02:32,1987,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3399,3607,TsinghuaX/20220332_1X/_,10/11/2013 02:35,youngxiaohao,10/11/2013 02:34,1991,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3401,1919,TsinghuaX/00690242_1X/_,10/11/2013 02:35,EliB,10/3/2013 20:08,1988,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
3402,3546,TsinghuaX/30240184_1X/_,10/11/2013 02:35,lizhen_83,10/11/2013 02:25,1983,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3403,3617,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:35,HW,10/11/2013 02:35,1978,p,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3404,3597,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:35,jinxiaoduo,10/11/2013 02:32,1988,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3405,3479,TsinghuaX/80000901_1X/_,10/11/2013 02:35,fzyzzy,10/11/2013 02:16,197,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3406,3594,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:36,senlin,10/11/2013 02:32,1991,jhs,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3407,3594,TsinghuaX/80000901_1X/_,10/11/2013 02:36,senlin,10/11/2013 02:32,1991,jhs,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3408,3136,TsinghuaX/20220332_1X/_,10/11/2013 02:36,luckkky,10/11/2013 01:34,1989,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3410,3592,TsinghuaX/80000901_1X/_,10/11/2013 02:36,handsomegu,10/11/2013 02:32,1986,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3411,3621,TsinghuaX/80000901_1X/_,10/11/2013 02:36,joeblue,10/11/2013 02:36,1988,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3412,3623,TsinghuaX/80512073X/_,10/11/2013 02:36,muzhuzi,10/11/2013 02:36,1984,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3413,3625,TsinghuaX/80000901_1X/_,10/11/2013 02:36,gogo9999,10/11/2013 02:36,1987,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3414,3608,TsinghuaX/80512073X/_,10/11/2013 02:37,hongyi,10/11/2013 02:34,1984,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3417,3632,TsinghuaX/30240184_1X/_,10/11/2013 02:37,sdrzlyz,10/11/2013 02:37,1989,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3418,1185,TsinghuaX/30240184_1X/_,10/11/2013 02:37,yinsp,9/15/2013 09:58,1992,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3419,3626,TsinghuaX/80000901_1X/_,10/11/2013 02:38,bingohu,10/11/2013 02:36,1986,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3420,3372,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:38,chengying,10/11/2013 02:04,1991,a,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3421,3616,PekingX/01718330X/_,10/11/2013 02:38,jackzhu,10/11/2013 02:35,1992,a,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
3422,3545,TsinghuaX/80000901_1X/_,10/11/2013 02:38,HuDan,10/11/2013 02:25,1993,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3423,3628,TsinghuaX/80000901_1X/_,10/11/2013 02:38,liyingyuan,10/11/2013 02:36,1987,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3424,3579,TsinghuaX/80512073X/_,10/11/2013 02:38,WangXingYun,10/11/2013 02:30,199,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3425,3606,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 02:38,FeiL,10/11/2013 02:34,1991,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3426,3638,TsinghuaX/80000901_1X/_,10/11/2013 02:38,buzhisuoyi,10/11/2013 02:38,1991,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3427,3639,TsinghuaX/80000901_1X/_,10/11/2013 02:38,Albert-x,10/11/2013 02:38,1987,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
3428,3616,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 02:38,jackzhu,10/11/2013 02:35,1992,a,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3429,3628,TsinghuaX/30240184_1X/_,10/11/2013 02:39,liyingyuan,10/11/2013 02:36,1987,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3430,3616,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:39,jackzhu,10/11/2013 02:35,1992,a,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3431,3636,TsinghuaX/20220332_1X/_,10/11/2013 02:39,KevinQin,10/11/2013 02:38,1987,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3432,3643,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:39,IvanYao,10/11/2013 02:39,1983,a,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3433,3646,TsinghuaX/80512073X/_,10/11/2013 02:39,BCzhang,10/11/2013 02:39,1976,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3434,3640,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 02:40,MoYanming2013,10/11/2013 02:38,1985,m,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3435,3616,TsinghuaX/20220332_1X/_,10/11/2013 02:40,jackzhu,10/11/2013 02:35,1992,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3436,3649,TsinghuaX/80512073X/_,10/11/2013 02:40,feixianhui,10/11/2013 02:40,1989,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3437,3616,TsinghuaX/30240184_1X/_,10/11/2013 02:40,jackzhu,10/11/2013 02:35,1992,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3438,3635,TsinghuaX/20220332_1X/_,10/11/2013 02:40,jszheng,10/11/2013 02:38,1973,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
3439,3468,TsinghuaX/30240184_1X/_,10/11/2013 02:40,9ic,10/11/2013 02:14,1987,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
3441,3651,TsinghuaX/MOOC101/MOOCs_,10/11/2013 02:40,JarodSun,10/11/2013 02:40,1983,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
3442,3583,TsinghuaX/80512073X/_,10/11/2013 02:40,HL,10/11/2013 02:31,1994,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
3443,3631,TsinghuaX/80000901_1X/_,10/11/2013 02:40,aiketu,10/11/2013 02:37,1991,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
