Column1,userid,courseid,created_enr,username,date_joined,year_of_birth,level_of_education,course_name,create_time_course,length,category
6670,6638,TsinghuaX/80000901_1X/_,10/11/2013 13:58,xglihua,10/11/2013 12:19,1991,jhs,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6671,7058,TsinghuaX/MOOC101/MOOCs_,10/11/2013 13:58,fengshuiruohan,10/11/2013 13:53,1985,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6672,7073,TsinghuaX/80000901_1X/_,10/11/2013 13:58,JohnnyD,10/11/2013 13:58,1986,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6673,7075,TsinghuaX/20220332_1X/_,10/11/2013 13:58,cai123,10/11/2013 13:58,1975,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6674,6993,TsinghuaX/20220332_1X/_,10/11/2013 13:58,ringco,10/11/2013 13:42,1994,hs,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6675,7006,TsinghuaX/30240184_1X/_,10/11/2013 13:58,boss,10/11/2013 13:45,198,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6676,7069,TsinghuaX/80000901_1X/_,10/11/2013 13:58,Zhushanshan,10/11/2013 13:57,1995,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6677,7078,TsinghuaX/80512073X/_,10/11/2013 13:59,1235813,10/11/2013 13:59,1992,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6678,7071,TsinghuaX/20220332_1X/_,10/11/2013 13:59,GHLIU043345,10/11/2013 13:58,1983,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6679,7080,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 13:59,foreverlove,10/11/2013 13:59,1993,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6680,7068,TsinghuaX/80512073X/_,10/11/2013 13:59,aa5201314,10/11/2013 13:57,1992,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6681,7081,TsinghuaX/30240184_1X/_,10/11/2013 13:59,billking,10/11/2013 13:59,1986,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6682,7058,TsinghuaX/30240184_1X/_,10/11/2013 13:59,fengshuiruohan,10/11/2013 13:53,1985,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6684,7040,TsinghuaX/MOOC101/MOOCs_,10/11/2013 14:00,ging,10/11/2013 13:50,1995,hs,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6686,7022,TsinghuaX/80512073X/_,10/11/2013 14:00,flynn,10/11/2013 13:47,1983,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6688,89,TsinghuaX/30240184_1X/_,10/11/2013 14:00,loyave,8/31/2013 03:24,1995,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6689,7057,TsinghuaX/00690242_1X/_,10/11/2013 14:01,mhx0513,10/11/2013 13:53,1983,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6690,7062,TsinghuaX/20220332_1X/_,10/11/2013 14:01,yuboandy,10/11/2013 13:54,1987,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6691,7083,TsinghuaX/80512073X/_,10/11/2013 14:01,HYSY,10/11/2013 14:00,1993,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6692,7073,TsinghuaX/80512073X/_,10/11/2013 14:02,JohnnyD,10/11/2013 13:58,1986,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6693,7088,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:02,lad0928,10/11/2013 14:00,2002,jhs,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6694,4566,TsinghuaX/00690242_1X/_,10/11/2013 14:02,baijingpeng,10/11/2013 05:14,199,a,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6695,7093,TsinghuaX/00690242_1X/_,10/11/2013 14:02,zheonghualee,10/11/2013 14:02,1989,a,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6696,7094,TsinghuaX/80512073X/_,10/11/2013 14:03,Jeason,10/11/2013 14:02,199,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6697,7092,TsinghuaX/30240184_1X/_,10/11/2013 14:03,SongQt,10/11/2013 14:01,1983,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6698,4566,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:04,baijingpeng,10/11/2013 05:14,199,a,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6700,7098,TsinghuaX/80000901_1X/_,10/11/2013 14:05,mimi,10/11/2013 14:04,1994,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6701,6892,TsinghuaX/80512073X/_,10/11/2013 14:05,nit_yang,10/11/2013 13:18,1994,hs,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6703,7094,TsinghuaX/00690242_1X/_,10/11/2013 14:05,Jeason,10/11/2013 14:02,199,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6704,7103,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:05,yzer,10/11/2013 14:05,1993,hs,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6705,7104,PekingX/01718330X/_,10/11/2013 14:06,lixinwu,10/11/2013 14:06,1988,hs,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6706,7100,TsinghuaX/MOOC101/MOOCs_,10/11/2013 14:06,TQ1991,10/11/2013 14:04,1991,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6707,7109,TsinghuaX/80512073X/_,10/11/2013 14:07,xiaoniu,10/11/2013 14:07,1989,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6708,7108,TsinghuaX/30240184_1X/_,10/11/2013 14:08,Cuppy,10/11/2013 14:06,1993,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6709,7112,TsinghuaX/80000901_1X/_,10/11/2013 14:08,hujianbo,10/11/2013 14:07,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6710,7114,TsinghuaX/30240184_1X/_,10/11/2013 14:08,MrBecky,10/11/2013 14:08,1989,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6712,7117,TsinghuaX/80512073X/_,10/11/2013 14:08,lqd10thu,10/11/2013 14:08,1988,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6713,7120,TsinghuaX/80000901_1X/_,10/11/2013 14:09,FREYA1992,10/11/2013 14:08,1992,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6714,7121,TsinghuaX/30240184_1X/_,10/11/2013 14:09,StevenKun,10/11/2013 14:09,1986,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6715,7121,TsinghuaX/80512073X/_,10/11/2013 14:09,StevenKun,10/11/2013 14:09,1986,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6716,7105,TsinghuaX/20220332_1X/_,10/11/2013 14:09,rfreeman,10/11/2013 14:06,1989,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6717,6984,TsinghuaX/30240184_1X/_,10/11/2013 14:09,fangyuan,10/11/2013 13:40,199,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6718,7113,TsinghuaX/30240184_1X/_,10/11/2013 14:10,tom_liu,10/11/2013 14:07,1992,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6719,7103,TsinghuaX/30240184_1X/_,10/11/2013 14:10,yzer,10/11/2013 14:05,1993,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6720,7107,TsinghuaX/80000901_1X/_,10/11/2013 14:10,Francio,10/11/2013 14:06,1985,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6721,7134,TsinghuaX/MOOC101/MOOCs_,10/11/2013 14:10,Jessiezhang,10/11/2013 14:10,1987,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6722,7135,TsinghuaX/80000901_1X/_,10/11/2013 14:10,xiaoshi,10/11/2013 14:10,1988,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6723,7133,TsinghuaX/80000901_1X/_,10/11/2013 14:10,hoxihoxi,10/11/2013 14:10,1982,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6724,7132,TsinghuaX/80000901_1X/_,10/11/2013 14:10,Elvis2013,10/11/2013 14:10,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6725,2744,TsinghuaX/80512073X/_,10/11/2013 14:11,waynehsu,10/10/2013 15:00,1989,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6726,7139,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:11,abyss,10/11/2013 14:11,1992,a,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6727,7141,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:11,dongwc,10/11/2013 14:11,1972,a,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6728,7054,TsinghuaX/MOOC101/MOOCs_,10/11/2013 14:11,walker,10/11/2013 13:53,1956,jhs,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6729,7142,TsinghuaX/20220332_1X/_,10/11/2013 14:11,Mike,10/11/2013 14:11,1987,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6731,7143,TsinghuaX/80512073X/_,10/11/2013 14:11,37042158,10/11/2013 14:11,1985,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6732,7123,TsinghuaX/00690242_1X/_,10/11/2013 14:11,TaoH,10/11/2013 14:09,1982,a,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6734,7145,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:12,mqChen,10/11/2013 14:12,1991,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6735,7147,TsinghuaX/80512073X/_,10/11/2013 14:12,zhonghua,10/11/2013 14:12,1984,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6736,7123,TsinghuaX/80000901_1X/_,10/11/2013 14:12,TaoH,10/11/2013 14:09,1982,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6737,7150,TsinghuaX/80000901_1X/_,10/11/2013 14:12,HETUNDU,10/11/2013 14:12,198,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6739,7152,TsinghuaX/80512073X/_,10/11/2013 14:12,Tiana,10/11/2013 14:12,1994,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6740,7113,PekingX/01718330X/_,10/11/2013 14:13,tom_liu,10/11/2013 14:07,1992,a,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6741,7153,TsinghuaX/30240184_1X/_,10/11/2013 14:13,lengpengcheng,10/11/2013 14:13,199,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6742,7154,TsinghuaX/80000901_1X/_,10/11/2013 14:13,bylululu,10/11/2013 14:13,199,hs,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6743,6638,TsinghuaX/00690242_1X/_,10/11/2013 14:14,xglihua,10/11/2013 12:19,1991,jhs,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6745,7138,TsinghuaX/80000901_1X/_,10/11/2013 14:14,wangguoruide,10/11/2013 14:11,1993,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6746,7127,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:14,oi0jack,10/11/2013 14:09,1992,a,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6747,7140,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:15,hebutwz,10/11/2013 14:11,1991,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6749,7145,TsinghuaX/20220332_1X/_,10/11/2013 14:15,mqChen,10/11/2013 14:12,1991,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6750,7158,TsinghuaX/30240184_1X/_,10/11/2013 14:15,ZhihengLuo,10/11/2013 14:15,1993,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6751,7134,PekingX/01718330X/_,10/11/2013 14:16,Jessiezhang,10/11/2013 14:10,1987,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6752,7162,TsinghuaX/80000901_1X/_,10/11/2013 14:17,wangjwrd,10/11/2013 14:16,1968,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6753,7168,TsinghuaX/80512073X/_,10/11/2013 14:17,viviantao,10/11/2013 14:17,1983,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6754,7159,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:18,zdragon,10/11/2013 14:15,1995,hs,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6755,7171,TsinghuaX/80000901_1X/_,10/11/2013 14:18,VaiKen,10/11/2013 14:18,1989,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6756,7165,TsinghuaX/80512073X/_,10/11/2013 14:18,think,10/11/2013 14:17,199,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6757,7173,TsinghuaX/80512073X/_,10/11/2013 14:18,yoyoca,10/11/2013 14:18,1982,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6759,7159,TsinghuaX/80000901_1X/_,10/11/2013 14:18,zdragon,10/11/2013 14:15,1995,hs,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6761,7176,TsinghuaX/80000901_1X/_,10/11/2013 14:19,shengf,10/11/2013 14:19,1981,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6762,35,TsinghuaX/20220332_1X/_,10/11/2013 14:20,yangky11,8/27/2013 07:12,1993,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6763,7181,PekingX/01718330X/_,10/11/2013 14:20,cherry,10/11/2013 14:20,1992,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6764,7104,TsinghuaX/80512073X/_,10/11/2013 14:21,lixinwu,10/11/2013 14:06,1988,hs,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6765,7180,TsinghuaX/30240184_1X/_,10/11/2013 14:21,Lenville,10/11/2013 14:20,1992,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6766,7185,TsinghuaX/30240184_1X/_,10/11/2013 14:21,lonelyplanet,10/11/2013 14:21,1974,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6767,7184,TsinghuaX/20220332_1X/_,10/11/2013 14:21,wahaha,10/11/2013 14:21,1963,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6768,7081,TsinghuaX/20220332_1X/_,10/11/2013 14:21,billking,10/11/2013 13:59,1986,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6769,7187,TsinghuaX/20220332_1X/_,10/11/2013 14:22,714597112,10/11/2013 14:22,1988,p,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6771,7178,TsinghuaX/20220332_1X/_,10/11/2013 14:22,liuxizhuiying,10/11/2013 14:19,1989,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6772,7191,TsinghuaX/30240184_1X/_,10/11/2013 14:22,ltt,10/11/2013 14:22,1995,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6773,7192,TsinghuaX/80512073X/_,10/11/2013 14:23,MrLee,10/11/2013 14:23,199,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6774,7179,TsinghuaX/00690242_1X/_,10/11/2013 14:23,yxm123,10/11/2013 14:20,1965,a,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6775,7106,TsinghuaX/80512073X/_,10/11/2013 14:23,ahuaty,10/11/2013 14:06,1977,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6776,7195,TsinghuaX/20220332_1X/_,10/11/2013 14:23,roby,10/11/2013 14:23,1986,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6777,7197,TsinghuaX/80512073X/_,10/11/2013 14:23,lvxinkai,10/11/2013 14:23,1976,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6778,7199,TsinghuaX/30240184_1X/_,10/11/2013 14:23,jamesl,10/11/2013 14:23,1974,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6779,7196,TsinghuaX/00690242_1X/_,10/11/2013 14:24,zero0,10/11/2013 14:23,1993,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6780,7201,TsinghuaX/30240184_1X/_,10/11/2013 14:24,deantangan,10/11/2013 14:23,1988,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6781,7182,TsinghuaX/MOOC101/MOOCs_,10/11/2013 14:24,sean,10/11/2013 14:21,2013,el,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6782,7198,TsinghuaX/80000901_1X/_,10/11/2013 14:24,Jice,10/11/2013 14:23,1964,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6783,7136,TsinghuaX/30240184_1X/_,10/11/2013 14:24,nyj,10/11/2013 14:10,1992,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6784,7187,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:25,714597112,10/11/2013 14:22,1988,p,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6785,7200,TsinghuaX/80000901_1X/_,10/11/2013 14:25,smjiiu,10/11/2013 14:23,1987,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6786,7202,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:25,lovering,10/11/2013 14:24,1974,a,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6787,7100,TsinghuaX/80512073X/_,10/11/2013 14:25,TQ1991,10/11/2013 14:04,1991,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6788,6668,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:25,godlove,10/11/2013 12:27,1989,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6789,7141,TsinghuaX/80000901_1X/_,10/11/2013 14:25,dongwc,10/11/2013 14:11,1972,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6790,311,TsinghuaX/30240184_1X/_,10/11/2013 14:25,wmm13,9/10/2013 13:40,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6791,6668,TsinghuaX/20220332_1X/_,10/11/2013 14:25,godlove,10/11/2013 12:27,1989,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6792,6668,TsinghuaX/80512073X/_,10/11/2013 14:25,godlove,10/11/2013 12:27,1989,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6793,311,TsinghuaX/MOOC101/MOOCs_,10/11/2013 14:25,wmm13,9/10/2013 13:40,1991,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6794,7210,TsinghuaX/80512073X/_,10/11/2013 14:25,aizouzou,10/11/2013 14:25,1988,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6796,7192,TsinghuaX/30240184_1X/_,10/11/2013 14:25,MrLee,10/11/2013 14:23,199,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6797,7217,TsinghuaX/80512073X/_,10/11/2013 14:26,flyhsw,10/11/2013 14:26,1992,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6798,7123,TsinghuaX/80512073X/_,10/11/2013 14:26,TaoH,10/11/2013 14:09,1982,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6799,7218,TsinghuaX/20220332_1X/_,10/11/2013 14:26,zjdyjfj,10/11/2013 14:26,1987,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6801,7219,TsinghuaX/30240184_1X/_,10/11/2013 14:26,xxk,10/11/2013 14:26,1994,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6802,7198,TsinghuaX/00690242_1X/_,10/11/2013 14:27,Jice,10/11/2013 14:23,1964,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6803,6280,TsinghuaX/80512073X/_,10/11/2013 14:27,ZHUA,10/11/2013 10:49,1986,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6804,7209,TsinghuaX/00690242_1X/_,10/11/2013 14:27,jyx1989,10/11/2013 14:25,1989,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6805,7221,TsinghuaX/80512073X/_,10/11/2013 14:27,shangguan,10/11/2013 14:26,1992,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6806,7196,TsinghuaX/30240184_1X/_,10/11/2013 14:27,zero0,10/11/2013 14:23,1993,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6807,7224,TsinghuaX/30240184_1X/_,10/11/2013 14:27,EricFeng,10/11/2013 14:27,1984,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6809,7228,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:28,zhaoboguan,10/11/2013 14:28,1984,a,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6810,7186,TsinghuaX/80512073X/_,10/11/2013 14:28,StephenSong,10/11/2013 14:21,1987,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6811,7162,TsinghuaX/00690242_1X/_,10/11/2013 14:28,wangjwrd,10/11/2013 14:16,1968,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6812,5183,TsinghuaX/30240184_1X/_,10/11/2013 14:28,ZhuKai,10/11/2013 06:57,1989,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6813,7230,PekingX/01718330X/_,10/11/2013 14:28,libingo,10/11/2013 14:28,1977,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6814,7224,TsinghuaX/80512073X/_,10/11/2013 14:28,EricFeng,10/11/2013 14:27,1984,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6815,7083,TsinghuaX/MOOC101/MOOCs_,10/11/2013 14:29,HYSY,10/11/2013 14:00,1993,a,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
6816,7235,TsinghuaX/20220332_1X/_,10/11/2013 14:29,lanser,10/11/2013 14:29,1981,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6817,7194,TsinghuaX/80000901_1X/_,10/11/2013 14:29,jiangswai,10/11/2013 14:23,1991,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6818,7233,TsinghuaX/80512073X/_,10/11/2013 14:29,Qing1002,10/11/2013 14:29,1991,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6820,7229,TsinghuaX/80512073X/_,10/11/2013 14:30,JPY,10/11/2013 14:28,1991,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6821,7205,TsinghuaX/80000901_1X/_,10/11/2013 14:30,chwgyy,10/11/2013 14:24,197,other,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6822,7240,TsinghuaX/80000901_1X/_,10/11/2013 14:30,moyang,10/11/2013 14:30,1988,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6823,7208,PekingX/01718330X/_,10/11/2013 14:30,hanjiutian,10/11/2013 14:25,1976,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
6824,1492,TsinghuaX/80000901_1X/_,10/11/2013 14:30,FuHao13,9/17/2013 13:12,1992,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6825,7237,TsinghuaX/30240184_1X/_,10/11/2013 14:30,zhangjiahuan,10/11/2013 14:29,1982,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6827,7244,TsinghuaX/80512073X/_,10/11/2013 14:30,morry,10/11/2013 14:30,1976,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6828,7246,TsinghuaX/00690242_1X/_,10/11/2013 14:31,yantao,10/11/2013 14:31,1991,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
6829,7249,MITx/6_002x/_Circuits_and_Electronics_,10/11/2013 14:31,Ryder,10/11/2013 14:31,1994,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6830,7220,TsinghuaX/30240184_1X/_,10/11/2013 14:31,chaoqm,10/11/2013 14:26,199,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6831,7202,TsinghuaX/20220332_1X/_,10/11/2013 14:32,lovering,10/11/2013 14:24,1974,a,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6832,7251,TsinghuaX/20220332_1X/_,10/11/2013 14:32,XueRui,10/11/2013 14:32,1992,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
6833,6355,TsinghuaX/80000901_1X/_,10/11/2013 14:33,AnnLiu,10/11/2013 11:08,1991,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6834,7256,TsinghuaX/80512073X/_,10/11/2013 14:33,lack,10/11/2013 14:33,1989,hs,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
6835,7261,TsinghuaX/80000901_1X/_,10/11/2013 14:34,YanGeng,10/11/2013 14:33,1983,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
6836,7263,TsinghuaX/30240184_1X/_,10/11/2013 14:34,ZhangZhiyong,10/11/2013 14:34,1984,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
6837,7265,PekingX/01718330X/_,10/11/2013 14:34,leaping,10/11/2013 14:34,1973,p,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
